category,name_en,image_url
topic,spaceship,/symbols/mulberry/spaceship.svg
topic,rocket,/symbols/mulberry/rocket.svg
topic,jeep,/symbols/mulberry/jeep.svg
topic,ambulance,/symbols/mulberry/ambulance.svg
topic,police car,/symbols/mulberry/police_car.svg
topic,van,/symbols/mulberry/van.svg
topic,transport,/symbols/mulberry/travel.svg
topic,lorry,/symbols/mulberry/lorry.svg
topic,refuse lorry,/symbols/mulberry/refuse_lorry.svg
topic,house,/symbols/mulberry/house.svg
topic,shop,/symbols/mulberry/shop.svg
topic,bank,/symbols/mulberry/bank.svg
topic,office block,/symbols/mulberry/office_block.svg
topic,outside,/symbols/mulberry/outside.svg
topic,beach,/symbols/mulberry/beach.svg
topic,gym,/symbols/mulberry/gym_1.svg
topic,church,/symbols/mulberry/church.svg
topic,field,/symbols/mulberry/field.svg
topic,back garden,/symbols/mulberry/back_garden.svg
topic,school,/symbols/mulberry/school.svg
topic,garage,/symbols/mulberry/garage.svg
topic,aquarium,/symbols/mulberry/aquarium.svg
topic,flag argentina,/symbols/mulberry/flag_argentina.svg
topic,flag israel,/symbols/mulberry/flag_israel.svg
topic,flag united states of america,/symbols/mulberry/flag_united_states_of_america.svg
topic,flag india,/symbols/mulberry/flag_india.svg
topic,flag united kingdom,/symbols/mulberry/flag_united_kingdom.svg
topic,flag france,/symbols/mulberry/flag_france.svg
topic,flag spain,/symbols/mulberry/flag_spain.svg
topic,flag indonesia,/symbols/mulberry/flag_indonesia.svg
topic,flag russian federation,/symbols/mulberry/flag_russian_federation.svg
topic,flag poland,/symbols/mulberry/flag_poland.svg
topic,flag brazil,/symbols/mulberry/flag_brazil.svg
topic,flag canada,/symbols/mulberry/flag_canada.svg
topic,flag germany,/symbols/mulberry/flag_germany.svg
topic,flag lebanon,/symbols/mulberry/flag_lebanon.svg
topic,flag jordan,/symbols/mulberry/flag_jordan.svg
topic,flag syria,/symbols/mulberry/flag_syria.svg
topic,flag egypt,/symbols/mulberry/flag_egypt.svg
topic,flag iraq,/symbols/mulberry/flag_iraq.svg
topic,flag italy,/symbols/mulberry/flag_italy.svg
topic,flag sweden,/symbols/mulberry/flag_sweden.svg
topic,flag the netherlands,/symbols/mulberry/flag_the_netherlands.svg
topic,flag china,/symbols/mulberry/flag_china.svg
topic,in,/symbols/mulberry/in.svg
topic,out,/symbols/mulberry/out.svg
topic,on,/symbols/mulberry/on.svg
topic,under,/symbols/mulberry/under_1.svg
topic,over,/symbols/mulberry/over.svg
topic,behind,/symbols/mulberry/behind.svg
topic,in front,/symbols/mulberry/in_front.svg
topic,through,/symbols/mulberry/through.svg
topic,between,/symbols/mulberry/between.svg
topic,up,/symbols/mulberry/up.svg
topic,down,/symbols/mulberry/down.svg
topic,left,/symbols/mulberry/left.svg
topic,right,/symbols/mulberry/right.svg
topic,around,/symbols/mulberry/around.svg
topic,forwards,/symbols/mulberry/forwards.svg
topic,backwards,/symbols/mulberry/backwards.svg
topic,before,/symbols/mulberry/before.svg
topic,after,/symbols/mulberry/after.svg
topic,I love,/symbols/arasaac/i_love.png
topic,where,/symbols/mulberry/where.svg
topic,teddy bear,/symbols/mulberry/teddy_bear.svg
topic,doll,/symbols/mulberry/doll.svg
topic,shape puzzle,/symbols/mulberry/shape_puzzle.svg
topic,toy car,/symbols/mulberry/toy_car.svg
topic,toy soldier,/symbols/mulberry/toy_soldier.svg
topic,toy telephone,/symbols/mulberry/toy_telephone.svg
topic,bricks,/symbols/mulberry/bricks.svg
topic,ball,/symbols/mulberry/ball.svg
topic,bubbles,/symbols/mulberry/bubbles.svg
topic,kite,/symbols/mulberry/kite.svg
topic,playdough,/symbols/mulberry/playdough.svg
topic,puppet,/symbols/mulberry/puppet.svg
topic,beads,/symbols/mulberry/beads.svg
topic,lego,/symbols/mulberry/lego.svg
topic,trampoline,/symbols/mulberry/trampoline.svg
topic,toys,/symbols/mulberry/toys.svg
topic,colouring book,/symbols/mulberry/colouring_book.svg
topic,toy box,/symbols/mulberry/toy_box.svg
topic,stickers,/symbols/mulberry/stickers.svg
action,get,"/symbols/mulberry/get_,_to.svg"
action,give,"/symbols/mulberry/give_,_to.svg"
action,put,"/symbols/mulberry/put_,_to.svg"
action,hear,"/symbols/mulberry/hear_,_to.svg"
action,come,"/symbols/mulberry/come_,_to.svg"
action,go,"/symbols/mulberry/go_,_to.svg"
action,wait,"/symbols/mulberry/wait_,_to.svg"
action,take,"/symbols/mulberry/take_,_to.svg"
action,think,"/symbols/mulberry/think_,_to.svg"
action,make,"/symbols/mulberry/make_,_to.svg"
action,break,"/symbols/mulberry/break_2_,_to.svg"
action,sleep male,"/symbols/mulberry/sleep_male_,_to.svg"
action,wake up,"/symbols/mulberry/wake_up_,_to.svg"
action,talk,"/symbols/mulberry/talk_2_,_to.svg"
action,shout,"/symbols/mulberry/shout_,_to.svg"
action,bring,"/symbols/mulberry/bring_,_to.svg"
action,move,"/symbols/mulberry/move_,_to.svg"
action,fall over,"/symbols/mulberry/fall_over_,_to.svg"
action,stand,"/symbols/mulberry/stand_,_to.svg"
action,sit,"/symbols/mulberry/sit_,_to.svg"
action,share,"/symbols/mulberry/share_,_to.svg"
action,carry,"/symbols/mulberry/carry_,_to.svg"
action,reach for,"/symbols/mulberry/reach_for_,_to.svg"
action,hold,"/symbols/mulberry/hold_,_to.svg"
action,keep,"/symbols/mulberry/keep_,_to.svg"
action,jump,"/symbols/mulberry/jump_,_to.svg"
action,chase,"/symbols/mulberry/chase_,_to.svg"
action,climb up,"/symbols/mulberry/climb_up_,_to.svg"
action,crawl,"/symbols/mulberry/crawl_,_to.svg"
action,hop,"/symbols/mulberry/hop_,_to.svg"
action,enter door,"/symbols/mulberry/enter_door_,_to.svg"
action,exit door,"/symbols/mulberry/exit_door_,_to.svg"
action,rest,"/symbols/mulberry/rest_,_to.svg"
action,arrest,"/symbols/mulberry/arrest_,_to.svg"
action,find,"/symbols/mulberry/find_,_to.svg"
action,kick ball,"/symbols/mulberry/kick_ball_,_to.svg"
action,study,"/symbols/mulberry/study_,_to.svg"
action,change mind,"/symbols/mulberry/change_mind_,_to.svg"
action,pray,"/symbols/mulberry/pray_,_to.svg"
topic,what,/symbols/mulberry/what.svg
topic,why,/symbols/mulberry/why.svg
topic,how,/symbols/mulberry/how.svg
topic,how many,/symbols/mulberry/how_many.svg
topic,when,/symbols/mulberry/when.svg
topic,which,/symbols/mulberry/which.svg
topic,chair,/symbols/mulberry/chair.svg
topic,table,/symbols/mulberry/table.svg
topic,high chair,/symbols/mulberry/high_chair.svg
topic,rocking chair,/symbols/mulberry/rocking_chair.svg
topic,coffee table,/symbols/mulberry/coffee_table.svg
topic,rug,/symbols/mulberry/rug.svg
topic,corner cabinet,/symbols/mulberry/corner_cabinet_2.svg
topic,dresser,/symbols/mulberry/dresser.svg
topic,drawer,/symbols/mulberry/drawer.svg
topic,door,/symbols/mulberry/door_2.svg
topic,window,/symbols/mulberry/window.svg
topic,book shelf,/symbols/mulberry/book_shelf.svg
topic,bookcase,/symbols/mulberry/bookcase.svg
topic,stool,/symbols/mulberry/stool.svg
topic,beanbag,/symbols/mulberry/beanbag.svg
topic,dining table,/symbols/mulberry/dining_table.svg
topic,curtains,/symbols/mulberry/curtains.svg
topic,single bed,/symbols/mulberry/single_bed.svg
topic,blanket,/symbols/mulberry/blanket.svg
topic,lamp,/symbols/mulberry/lamp.svg
topic,picture,/symbols/mulberry/picture.svg
topic,toothbrush,/symbols/mulberry/toothbrush.svg
topic,toothpaste,/symbols/mulberry/toothpaste.svg
topic,soap,/symbols/mulberry/soap.svg
topic,towel,/symbols/mulberry/towel.svg
topic,comb,/symbols/mulberry/comb.svg
topic,nail clippers,/symbols/mulberry/nail_clippers.svg
topic,paper towel,/symbols/mulberry/paper_towel.svg
topic,sanitary towel,/symbols/mulberry/sanitary_towel.svg
topic,tissues,/symbols/mulberry/tissues.svg
topic,shampoo,/symbols/mulberry/shampoo.svg
topic,aftershave,/symbols/mulberry/aftershave_1.svg
topic,electric razor,/symbols/mulberry/electric_razor.svg
topic,hair conditioner,/symbols/mulberry/hair_conditioner.svg
topic,make up,/symbols/mulberry/make_up.svg
topic,deodorant,/symbols/mulberry/deodorant.svg
topic,toilet roll,/symbols/mulberry/toilet_roll.svg
topic,hairdryer,/symbols/mulberry/hairdryer.svg
topic,hair dye,/symbols/mulberry/hair_dye.svg
topic,zero,/symbols/mulberry/zero.svg
topic,one,/symbols/mulberry/one.svg
topic,two,/symbols/mulberry/two.svg
topic,three,/symbols/mulberry/three.svg
topic,four,/symbols/mulberry/four.svg
topic,five,/symbols/mulberry/five.svg
topic,six,/symbols/mulberry/six.svg
topic,seven,/symbols/mulberry/seven.svg
topic,eight,/symbols/mulberry/eight.svg
topic,nine,/symbols/mulberry/nine.svg
