folder,word,image_url
weather,cloudy,/symbols/mulberry/cloudy.svg
weather,autumn,/symbols/mulberry/autumn.svg
weather,winter,/symbols/mulberry/winter.svg
weather,spring,/symbols/mulberry/spring.svg
weather,summer,/symbols/mulberry/summer.svg
plants,potted plant,/symbols/mulberry/potted_plant.svg
plants,tree,/symbols/mulberry/tree.svg
plants,branch,/symbols/mulberry/branch.svg
plants,leaf,/symbols/mulberry/leaf.svg
plants,tree trunk,/symbols/mulberry/tree_trunk.svg
plants,grass,/symbols/mulberry/grass.svg
plants,hedge,/symbols/mulberry/hedge.svg
plants,bush,/symbols/mulberry/bush.svg
plants,flower,/symbols/mulberry/flower.svg
plants,daffodil,/symbols/mulberry/daffodil.svg
plants,daisy,/symbols/mulberry/daisy.svg
plants,rose,/symbols/mulberry/rose.svg
plants,tulip,/symbols/mulberry/tulip.svg
plants,petal,/symbols/mulberry/petal.svg
plants,seedling,/symbols/mulberry/seedling.svg
plants,seeds,/symbols/mulberry/seeds.svg
plants,stick,/symbols/mulberry/stick.svg
plants,roots,/symbols/mulberry/roots.svg
plants,vine,/symbols/mulberry/vine.svg
plants,holly,/symbols/mulberry/holly.svg
plants,weeds,/symbols/mulberry/weeds.svg
plants,ivy,/symbols/mulberry/ivy_2.svg
plants,palm tree,/symbols/mulberry/palm_tree.svg
plants,dead plant,/symbols/mulberry/dead_plant.svg
plants,acorn,/symbols/mulberry/acorn.svg
plants,cactus,/symbols/mulberry/cactus.svg
plants,pine cone,/symbols/mulberry/pine_cone.svg
sports,judo,/symbols/mulberry/judo.svg
sports,tennis,/symbols/mulberry/tennis.svg
sports,basketball,/symbols/mulberry/basketball.svg
sports,cricket,/symbols/mulberry/cricket.svg
sports,baseball bat,/symbols/mulberry/baseball_bat.svg
sports,badminton,/symbols/mulberry/badminton.svg
sports,golf,/symbols/mulberry/golf.svg
sports,archery,/symbols/mulberry/archery.svg
sports,to ski,"/symbols/mulberry/ski_,_to.svg"
sports,to swim,"/symbols/mulberry/swim_,_to.svg"
sports,darts,/symbols/mulberry/darts.svg
sports,pool snooker,/symbols/mulberry/pool_snooker.svg
sports,to ride horse,"/symbols/mulberry/ride_horse_,_to.svg"
sports,bowling,/symbols/mulberry/bowling.svg
sports,boccia,/symbols/mulberry/boccia.svg
sports,volleyball,/symbols/mulberry/volleyball.svg
sports,olympic rings,/symbols/mulberry/olympic_rings.svg
sports,para olympic games,/symbols/mulberry/para_olympic_games.svg
sports,olympic torch,/symbols/mulberry/olympic_torch_2.svg
sports,golf,/symbols/mulberry/golf.svg
sports,race athletics,/symbols/mulberry/race_athletics.svg
transport,Let's go by,/symbols/arasaac/go.png
transport,I went by,/symbols/mulberry/past.svg
transport,car,/symbols/mulberry/car.svg
transport,bicycle,/symbols/mulberry/bicycle.svg
transport,wheelchair,/symbols/mulberry/wheelchair.svg
transport,motorcycle,/symbols/mulberry/motorcycle.svg
transport,bus,/symbols/mulberry/bus.svg
transport,taxi,/symbols/mulberry/taxi.svg
transport,aeroplane,/symbols/mulberry/aeroplane.svg
transport,helicopter,/symbols/mulberry/helicopter.svg
transport,train,/symbols/mulberry/train.svg
transport,mini bus,/symbols/mulberry/mini_bus.svg
transport,ferry,/symbols/mulberry/ferry.svg
transport,boat,/symbols/mulberry/boat.svg
transport,tractor,/symbols/mulberry/tractor.svg
transport,skateboard,/symbols/mulberry/skateboard.svg
transport,army tank,/symbols/mulberry/army_tank.svg
transport,hot air balloon,/symbols/mulberry/hot_air_balloon.svg
transport,fire engine,/symbols/mulberry/fire_engine.svg
transport,spaceship,/symbols/mulberry/spaceship.svg
transport,rocket,/symbols/mulberry/rocket.svg
transport,jeep,/symbols/mulberry/jeep.svg
transport,ambulance,/symbols/mulberry/ambulance.svg
transport,police car,/symbols/mulberry/police_car.svg
transport,van,/symbols/mulberry/van.svg
transport,transport,/symbols/mulberry/travel.svg
transport,lorry,/symbols/mulberry/lorry.svg
transport,refuse lorry,/symbols/mulberry/refuse_lorry.svg
places,house,/symbols/mulberry/house.svg
places,shop,/symbols/mulberry/shop.svg
places,bank,/symbols/mulberry/bank.svg
places,office block,/symbols/mulberry/office_block.svg
places,outside,/symbols/mulberry/outside.svg
places,beach,/symbols/mulberry/beach.svg
places,gym,/symbols/mulberry/gym_1.svg
places,church,/symbols/mulberry/church.svg
places,field,/symbols/mulberry/field.svg
places,back garden,/symbols/mulberry/back_garden.svg
places,school,/symbols/mulberry/school.svg
places,surgery health centre,/symbols/mulberry/surgery_health_centre.svg
places,garage,/symbols/mulberry/garage.svg
places,aquarium,/symbols/mulberry/aquarium.svg
places > countries,flag argentina,/symbols/mulberry/flag_argentina.svg
places > countries,flag israel,/symbols/mulberry/flag_israel.svg
places > countries,flag united states of america,/symbols/mulberry/flag_united_states_of_america.svg
places > countries,flag india,/symbols/mulberry/flag_india.svg
places > countries,flag united kingdom,/symbols/mulberry/flag_united_kingdom.svg
places > countries,flag france,/symbols/mulberry/flag_france.svg
places > countries,flag spain,/symbols/mulberry/flag_spain.svg
places > countries,flag indonesia,/symbols/mulberry/flag_indonesia.svg
places > countries,flag russian federation,/symbols/mulberry/flag_russian_federation.svg
places > countries,flag poland,/symbols/mulberry/flag_poland.svg
places > countries,flag brazil,/symbols/mulberry/flag_brazil.svg
places > countries,flag canada,/symbols/mulberry/flag_canada.svg
places > countries,flag germany,/symbols/mulberry/flag_germany.svg
places > countries,flag lebanon,/symbols/mulberry/flag_lebanon.svg
places > countries,flag jordan,/symbols/mulberry/flag_jordan.svg
places > countries,flag syria,/symbols/mulberry/flag_syria.svg
places > countries,flag egypt,/symbols/mulberry/flag_egypt.svg
places > countries,flag iraq,/symbols/mulberry/flag_iraq.svg
places > countries,flag italy,/symbols/mulberry/flag_italy.svg
places > countries,flag sweden,/symbols/mulberry/flag_sweden.svg
places > countries,flag the netherlands,/symbols/mulberry/flag_the_netherlands.svg
places > countries,flag china,/symbols/mulberry/flag_china.svg
position,in,/symbols/mulberry/in.svg
position,out,/symbols/mulberry/out.svg
position,on,/symbols/mulberry/on.svg
position,under,/symbols/mulberry/under_1.svg
position,over,/symbols/mulberry/over.svg
position,behind,/symbols/mulberry/behind.svg
position,in front,/symbols/mulberry/in_front.svg
position,through,/symbols/mulberry/through.svg
position,between,/symbols/mulberry/between.svg
position,up,/symbols/mulberry/up.svg
position,down,/symbols/mulberry/down.svg
position,left,/symbols/mulberry/left.svg
position,right,/symbols/mulberry/right.svg
position,around,/symbols/mulberry/around.svg
position,forwards,/symbols/mulberry/forwards.svg
position,backwards,/symbols/mulberry/backwards.svg
position,before,/symbols/mulberry/before.svg
position,after,/symbols/mulberry/after.svg
toys,I want,"/symbols/mulberry/want_,_to.svg"
toys,I love,/symbols/arasaac/i_love.png
toys,where,/symbols/mulberry/where.svg
toys,your,/symbols/arasaac/you_are.png
toys,my,/symbols/arasaac/my.png
toys,teddy bear,/symbols/mulberry/teddy_bear.svg
toys,doll,/symbols/mulberry/doll.svg
toys,shape puzzle,/symbols/mulberry/shape_puzzle.svg
toys,toy car,/symbols/mulberry/toy_car.svg
toys,toy soldier,/symbols/mulberry/toy_soldier.svg
toys,toy telephone,/symbols/mulberry/toy_telephone.svg
toys,bricks,/symbols/mulberry/bricks.svg
toys,ball,/symbols/mulberry/ball.svg
toys,bubbles,/symbols/mulberry/bubbles.svg
toys,kite,/symbols/mulberry/kite.svg
toys,playdough,/symbols/mulberry/playdough.svg
toys,puppet,/symbols/mulberry/puppet.svg
toys,beads,/symbols/mulberry/beads.svg
toys,lego,/symbols/mulberry/lego.svg
toys,trampoline,/symbols/mulberry/trampoline.svg
toys,toys,/symbols/mulberry/toys.svg
toys,colouring book,/symbols/mulberry/colouring_book.svg
toys,toy box,/symbols/mulberry/toy_box.svg
toys,stickers,/symbols/mulberry/stickers.svg
actions,to get,"/symbols/mulberry/get_,_to.svg"
actions,to give,"/symbols/mulberry/give_,_to.svg"
actions,to put,"/symbols/mulberry/put_,_to.svg"
actions,to hear,"/symbols/mulberry/hear_,_to.svg"
actions,to come,"/symbols/mulberry/come_,_to.svg"
actions,to go,"/symbols/mulberry/go_,_to.svg"
actions,to wait,"/symbols/mulberry/wait_,_to.svg"
actions,to take,"/symbols/mulberry/take_,_to.svg"
actions,to watch,"/symbols/mulberry/watch_,_to.svg"
actions,to think,"/symbols/mulberry/think_,_to.svg"
actions,to make,"/symbols/mulberry/make_,_to.svg"
actions,to break,"/symbols/mulberry/break_2_,_to.svg"
actions,to sleep male,"/symbols/mulberry/sleep_male_,_to.svg"
actions,to wake up,"/symbols/mulberry/wake_up_,_to.svg"
actions,to talk,"/symbols/mulberry/talk_2_,_to.svg"
actions,to shout,"/symbols/mulberry/shout_,_to.svg"
actions,to bring,"/symbols/mulberry/bring_,_to.svg"
actions,to move,"/symbols/mulberry/move_,_to.svg"
actions,to fall over,"/symbols/mulberry/fall_over_,_to.svg"
actions,to stand,"/symbols/mulberry/stand_,_to.svg"
actions,to sit,"/symbols/mulberry/sit_,_to.svg"
actions,to share,"/symbols/mulberry/share_,_to.svg"
actions,to carry,"/symbols/mulberry/carry_,_to.svg"
actions,to reach for,"/symbols/mulberry/reach_for_,_to.svg"
actions,to hold,"/symbols/mulberry/hold_,_to.svg"
actions,to keep,"/symbols/mulberry/keep_,_to.svg"
actions,to jump,"/symbols/mulberry/jump_,_to.svg"
actions,to chase,"/symbols/mulberry/chase_,_to.svg"
actions,to climb up,"/symbols/mulberry/climb_up_,_to.svg"
actions,to crawl,"/symbols/mulberry/crawl_,_to.svg"
actions,to hop,"/symbols/mulberry/hop_,_to.svg"
actions,to enter door,"/symbols/mulberry/enter_door_,_to.svg"
actions,to exit door,"/symbols/mulberry/exit_door_,_to.svg"
actions,to rest,"/symbols/mulberry/rest_,_to.svg"
actions,to arrest,"/symbols/mulberry/arrest_,_to.svg"
actions,to find,"/symbols/mulberry/find_,_to.svg"
actions,to kick ball,"/symbols/mulberry/kick_ball_,_to.svg"
actions,to study,"/symbols/mulberry/study_,_to.svg"
actions,to change mind,"/symbols/mulberry/change_mind_,_to.svg"
actions,to pray,"/symbols/mulberry/pray_,_to.svg"
actions,to open,"/symbols/mulberry/open_,_to.svg"
questions,what,/symbols/mulberry/what.svg
questions,why,/symbols/mulberry/why.svg
questions,how,/symbols/mulberry/how.svg
questions,how many,/symbols/mulberry/how_many.svg
questions,when,/symbols/mulberry/when.svg
questions,which,/symbols/mulberry/which.svg
questions,where,/symbols/mulberry/where.svg
furniture,chair,/symbols/mulberry/chair.svg
furniture,table,/symbols/mulberry/table.svg
furniture,high chair,/symbols/mulberry/high_chair.svg
furniture,rocking chair,/symbols/mulberry/rocking_chair.svg
furniture,coffee table,/symbols/mulberry/coffee_table.svg
furniture,rug,/symbols/mulberry/rug.svg
furniture,corner cabinet,/symbols/mulberry/corner_cabinet_2.svg
furniture,dresser,/symbols/mulberry/dresser.svg
furniture,drawer,/symbols/mulberry/drawer.svg
furniture,door,/symbols/mulberry/door_2.svg
furniture,window,/symbols/mulberry/window.svg
furniture,book shelf,/symbols/mulberry/book_shelf.svg
furniture,bookcase,/symbols/mulberry/bookcase.svg
furniture,stool,/symbols/mulberry/stool.svg
furniture,beanbag,/symbols/mulberry/beanbag.svg
furniture,dining table,/symbols/mulberry/dining_table.svg
furniture,curtains,/symbols/mulberry/curtains.svg
furniture,single bed,/symbols/mulberry/single_bed.svg
furniture,blanket,/symbols/mulberry/blanket.svg
furniture,lamp,/symbols/mulberry/lamp.svg
furniture,picture,/symbols/mulberry/picture.svg
hygiene,toothbrush,/symbols/mulberry/toothbrush.svg
hygiene,toothpaste,/symbols/mulberry/toothpaste.svg
hygiene,soap,/symbols/mulberry/soap.svg
hygiene,towel,/symbols/mulberry/towel.svg
hygiene,comb,/symbols/mulberry/comb.svg
hygiene,nail clippers,/symbols/mulberry/nail_clippers.svg
hygiene,paper towel,/symbols/mulberry/paper_towel.svg
hygiene,sanitary towel,/symbols/mulberry/sanitary_towel.svg
hygiene,tissues,/symbols/mulberry/tissues.svg
hygiene,shampoo,/symbols/mulberry/shampoo.svg
hygiene,aftershave,/symbols/mulberry/aftershave_1.svg
hygiene,electric razor,/symbols/mulberry/electric_razor.svg
hygiene,hair conditioner,/symbols/mulberry/hair_conditioner.svg
hygiene,make up,/symbols/mulberry/make_up.svg
hygiene,deodorant,/symbols/mulberry/deodorant.svg
hygiene,toilet roll,/symbols/mulberry/toilet_roll.svg
hygiene,hairdryer,/symbols/mulberry/hairdryer.svg
hygiene,hair dye,/symbols/mulberry/hair_dye.svg
numbers,zero,/symbols/mulberry/zero.svg
numbers,one,/symbols/mulberry/one.svg
numbers,two,/symbols/mulberry/two.svg
numbers,three,/symbols/mulberry/three.svg
numbers,four,/symbols/mulberry/four.svg
numbers,five,/symbols/mulberry/five.svg
numbers,six,/symbols/mulberry/six.svg
numbers,seven,/symbols/mulberry/seven.svg
numbers,eight,/symbols/mulberry/eight.svg
numbers,nine,/symbols/mulberry/nine.svg
